V1,V2,V3,V4,V5,V6,V7,V8
2623.468,2623.3806,2623.3806,2623.3806,2623.3806,2623.3806,2623.3806,2623.4756
2623.4683,2623.3894,2623.3894,2623.3894,2623.3894,2623.3894,2623.3894,2623.4736
2623.4744,2623.3633,2623.3633,2623.3633,2623.3633,2623.3633,2623.3633,2623.472
2623.475,2623.3499,2623.3499,2623.3499,2623.3499,2623.3499,2623.3499,2623.4734
2623.4731,2623.4636,2623.4636,2623.4636,2623.4636,2623.4636,2623.4636,2623.4766
2623.473,2623.2766,2623.2766,2623.2766,2623.2766,2623.2766,2623.2766,2623.4722
2623.4731,2623.34,2623.34,2623.34,2623.34,2623.34,2623.34,2623.4707
2623.467,2623.3687,2623.3687,2623.3687,2623.3687,2623.3687,2623.3687,2623.4753
2623.4746,2623.3481,2623.3481,2623.3481,2623.3481,2623.3481,2623.3481,2623.4724
2623.4734,2623.3281,2623.3281,2623.3281,2623.3281,2623.3281,2623.3281,2623.4714
2623.4756,2623.3484,2623.3484,2623.3484,2623.3484,2623.3484,2623.3484,2623.474
2623.4734,2623.3416,2623.3416,2623.3416,2623.3416,2623.3416,2623.3416,2623.471
2623.4673,2623.369,2623.369,2623.369,2623.369,2623.369,2623.369,2623.4758
2623.466,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.4756
2623.4675,2623.37,2623.37,2623.37,2623.37,2623.37,2623.37,2623.4744
2623.4758,2623.3645,2623.3645,2623.3645,2623.3645,2623.3645,2623.3645,2623.4746
2623.4768,2623.3613,2623.3613,2623.3613,2623.3613,2623.3613,2623.3613,2623.4753
2623.4766,2623.35,2623.35,2623.35,2623.35,2623.35,2623.35,2623.4753
2623.471,2623.2234,2623.2234,2623.2234,2623.2234,2623.2234,2623.2234,2623.4702
2623.4763,2623.3596,2623.3596,2623.3596,2623.3596,2623.3596,2623.3596,2623.4746
2623.4749,2623.3354,2623.3354,2623.3354,2623.3354,2623.3354,2623.3354,2623.4734
2623.4756,2623.3647,2623.3647,2623.3647,2623.3647,2623.3647,2623.3647,2623.4731
2623.4763,2623.3684,2623.3684,2623.3684,2623.3684,2623.3684,2623.3684,2623.4749
2623.4763,2623.3682,2623.3682,2623.3682,2623.3682,2623.3682,2623.3682,2623.4746
2623.4744,2623.3254,2623.3254,2623.3254,2623.3254,2623.3254,2623.3254,2623.4727
2623.4746,2623.32,2623.32,2623.32,2623.32,2623.32,2623.32,2623.4731
2623.468,2623.3804,2623.3804,2623.3804,2623.3804,2623.3804,2623.3804,2623.4749
2623.4758,2623.3535,2623.3535,2623.3535,2623.3535,2623.3535,2623.3535,2623.4744
2623.4673,2623.3684,2623.3684,2623.3684,2623.3684,2623.3684,2623.3684,2623.475
2623.4705,2623.2893,2623.2893,2623.2893,2623.2893,2623.2893,2623.2893,2623.469
2623.4758,2623.3542,2623.3542,2623.3542,2623.3542,2623.3542,2623.3542,2623.474
2623.4734,2623.3037,2623.3037,2623.3037,2623.3037,2623.3037,2623.3037,2623.4722
2623.4766,2623.363,2623.363,2623.363,2623.363,2623.363,2623.363,2623.4749
2623.4753,2623.3574,2623.3574,2623.3574,2623.3574,2623.3574,2623.3574,2623.4739
2623.4688,2623.3965,2623.3965,2623.3965,2623.3965,2623.3965,2623.3965,2623.4746
2623.4648,2623.3672,2623.3672,2623.3672,2623.3672,2623.3672,2623.3672,2623.4722
2623.474,2623.3247,2623.3247,2623.3247,2623.3247,2623.3247,2623.3247,2623.4727
2623.4663,2623.3684,2623.3684,2623.3684,2623.3684,2623.3684,2623.3684,2623.4739
2623.4753,2623.3416,2623.3416,2623.3416,2623.3416,2623.3416,2623.3416,2623.474
2623.4758,2623.3657,2623.3657,2623.3657,2623.3657,2623.3657,2623.3657,2623.4736
2623.4668,2623.379,2623.379,2623.379,2623.379,2623.379,2623.379,2623.4731
2623.474,2623.3718,2623.3718,2623.3718,2623.3718,2623.3718,2623.3718,2623.476
2623.474,2623.3474,2623.3474,2623.3474,2623.3474,2623.3474,2623.3474,2623.4717
2623.4758,2623.3542,2623.3542,2623.3542,2623.3542,2623.3542,2623.3542,2623.4744
2623.4749,2623.342,2623.342,2623.342,2623.342,2623.342,2623.342,2623.4734
2623.4756,2623.3555,2623.3555,2623.3555,2623.3555,2623.3555,2623.3555,2623.474
2623.474,2623.3542,2623.3542,2623.3542,2623.3542,2623.3542,2623.3542,2623.4724
2623.4746,2623.309,2623.309,2623.309,2623.309,2623.309,2623.309,2623.4734
2623.4749,2623.3303,2623.3303,2623.3303,2623.3303,2623.3303,2623.3303,2623.4736
2623.4685,2623.3872,2623.3872,2623.3872,2623.3872,2623.3872,2623.3872,2623.4744
2623.4675,2623.368,2623.368,2623.368,2623.368,2623.368,2623.368,2623.4766
2623.4758,2623.3582,2623.3582,2623.3582,2623.3582,2623.3582,2623.3582,2623.4744
2623.474,2623.3381,2623.3381,2623.3381,2623.3381,2623.3381,2623.3381,2623.4717
2623.4744,2623.3633,2623.3633,2623.3633,2623.3633,2623.3633,2623.3633,2623.4722
2623.4673,2623.3787,2623.3787,2623.3787,2623.3787,2623.3787,2623.3787,2623.4736
2623.475,2623.3416,2623.3416,2623.3416,2623.3416,2623.3416,2623.3416,2623.4734
2623.465,2623.3726,2623.3726,2623.3726,2623.3726,2623.3726,2623.3726,2623.4697
2623.476,2623.3574,2623.3574,2623.3574,2623.3574,2623.3574,2623.3574,2623.4749
2623.4663,2623.3672,2623.3672,2623.3672,2623.3672,2623.3672,2623.3672,2623.4736
2623.4666,2623.3674,2623.3674,2623.3674,2623.3674,2623.3674,2623.3674,2623.4744
2623.4756,2623.3643,2623.3643,2623.3643,2623.3643,2623.3643,2623.3643,2623.4736
2623.4678,2623.3728,2623.3728,2623.3728,2623.3728,2623.3728,2623.3728,2623.474
2623.471,2623.3992,2623.3992,2623.3992,2623.3992,2623.3992,2623.3992,2623.4768
2623.4688,2623.386,2623.386,2623.386,2623.386,2623.386,2623.386,2623.4753
2623.4766,2623.363,2623.363,2623.363,2623.363,2623.363,2623.363,2623.475
2623.4766,2623.3582,2623.3582,2623.3582,2623.3582,2623.3582,2623.3582,2623.475
2623.4673,2623.371,2623.371,2623.371,2623.371,2623.371,2623.371,2623.4753
2623.4766,2623.3574,2623.3574,2623.3574,2623.3574,2623.3574,2623.3574,2623.4756
2623.468,2623.3816,2623.3816,2623.3816,2623.3816,2623.3816,2623.3816,2623.4746
2623.476,2623.3586,2623.3586,2623.3586,2623.3586,2623.3586,2623.3586,2623.4749
2623.476,2623.3599,2623.3599,2623.3599,2623.3599,2623.3599,2623.3599,2623.4746
2623.4758,2623.3584,2623.3584,2623.3584,2623.3584,2623.3584,2623.3584,2623.4746
2623.4746,2623.3323,2623.3323,2623.3323,2623.3323,2623.3323,2623.3323,2623.4734
2623.4675,2623.3752,2623.3752,2623.3752,2623.3752,2623.3752,2623.3752,2623.475
2623.4736,2623.3535,2623.3535,2623.3535,2623.3535,2623.3535,2623.3535,2623.4714
2623.4758,2623.3716,2623.3716,2623.3716,2623.3716,2623.3716,2623.3716,2623.4744
2623.468,2623.3848,2623.3848,2623.3848,2623.3848,2623.3848,2623.3848,2623.474
2623.471,2623.3054,2623.3054,2623.3054,2623.3054,2623.3054,2623.3054,2623.4692
2623.4653,2623.369,2623.369,2623.369,2623.369,2623.369,2623.369,2623.4714
2623.4736,2623.3342,2623.3342,2623.3342,2623.3342,2623.3342,2623.3342,2623.4717
2623.4758,2623.3347,2623.3347,2623.3347,2623.3347,2623.3347,2623.3347,2623.474
2623.4753,2623.3552,2623.3552,2623.3552,2623.3552,2623.3552,2623.3552,2623.4731
2623.4744,2623.3428,2623.3428,2623.3428,2623.3428,2623.3428,2623.3428,2623.4734
2623.467,2623.3662,2623.3662,2623.3662,2623.3662,2623.3662,2623.3662,2623.4749
2623.4749,2623.342,2623.342,2623.342,2623.342,2623.342,2623.342,2623.4734
2623.468,2623.3767,2623.3767,2623.3767,2623.3767,2623.3767,2623.3767,2623.475
2623.4758,2623.3394,2623.3394,2623.3394,2623.3394,2623.3394,2623.3394,2623.4744
2623.4766,2623.363,2623.363,2623.363,2623.363,2623.363,2623.363,2623.475
2623.477,2623.361,2623.361,2623.361,2623.361,2623.361,2623.361,2623.4766
2623.3928,2623.2908,2623.2908,2623.2908,2623.2908,2623.2908,2623.2908,2623.4363
2623.4763,2623.3687,2623.3687,2623.3687,2623.3687,2623.3687,2623.3687,2623.4739
2623.4683,2623.3752,2623.3752,2623.3752,2623.3752,2623.3752,2623.3752,2623.475
2623.4675,2623.3809,2623.3809,2623.3809,2623.3809,2623.3809,2623.3809,2623.4739
2623.4749,2623.3567,2623.3567,2623.3567,2623.3567,2623.3567,2623.3567,2623.4734
2623.453,2623.1914,2623.1914,2623.1914,2623.1914,2623.1914,2623.1914,2623.4512
2623.4749,2623.3193,2623.3193,2623.3193,2623.3193,2623.3193,2623.3193,2623.4734
2623.468,2623.385,2623.385,2623.385,2623.385,2623.385,2623.385,2623.4753
2623.4646,2623.3665,2623.3665,2623.3665,2623.3665,2623.3665,2623.3665,2623.472
2623.4668,2623.1975,2623.1975,2623.1975,2623.1975,2623.1975,2623.1975,2623.4666
2623.4731,2623.2861,2623.2861,2623.2861,2623.2861,2623.2861,2623.2861,2623.4722
2623.473,2623.3027,2623.3027,2623.3027,2623.3027,2623.3027,2623.3027,2623.4714
2623.4673,2623.3728,2623.3728,2623.3728,2623.3728,2623.3728,2623.3728,2623.4746
2623.4739,2623.3508,2623.3508,2623.3508,2623.3508,2623.3508,2623.3508,2623.4717
2623.4707,2623.4016,2623.4016,2623.4016,2623.4016,2623.4016,2623.4016,2623.4756
2623.4749,2623.3599,2623.3599,2623.3599,2623.3599,2623.3599,2623.3599,2623.4724
2623.4746,2623.3564,2623.3564,2623.3564,2623.3564,2623.3564,2623.3564,2623.4727
2623.469,2623.394,2623.394,2623.394,2623.394,2623.394,2623.394,2623.4744
2623.4746,2623.3352,2623.3352,2623.3352,2623.3352,2623.3352,2623.3352,2623.4724
2623.4753,2623.3538,2623.3538,2623.3538,2623.3538,2623.3538,2623.3538,2623.4736
2623.4749,2623.3503,2623.3503,2623.3503,2623.3503,2623.3503,2623.3503,2623.473
2623.471,2623.4067,2623.4067,2623.4067,2623.4067,2623.4067,2623.4067,2623.475
2623.4744,2623.301,2623.301,2623.301,2623.301,2623.301,2623.301,2623.4731
2623.4756,2623.343,2623.343,2623.343,2623.343,2623.343,2623.343,2623.4739
2623.4685,2623.3767,2623.3767,2623.3767,2623.3767,2623.3767,2623.3767,2623.476
2623.475,2623.3591,2623.3591,2623.3591,2623.3591,2623.3591,2623.3591,2623.4734
2623.4705,2623.414,2623.414,2623.414,2623.414,2623.414,2623.414,2623.4775
2623.4714,2623.285,2623.285,2623.285,2623.285,2623.285,2623.285,2623.4697
2623.4714,2623.245,2623.245,2623.245,2623.245,2623.245,2623.245,2623.4705
2623.4646,2623.3774,2623.3774,2623.3774,2623.3774,2623.3774,2623.3774,2623.475
2623.473,2623.299,2623.299,2623.299,2623.299,2623.299,2623.299,2623.4714
2623.4766,2623.3684,2623.3684,2623.3684,2623.3684,2623.3684,2623.3684,2623.4746
2623.4753,2623.3582,2623.3582,2623.3582,2623.3582,2623.3582,2623.3582,2623.4739
2623.469,2623.3943,2623.3943,2623.3943,2623.3943,2623.3943,2623.3943,2623.475
2623.4744,2623.3572,2623.3572,2623.3572,2623.3572,2623.3572,2623.3572,2623.4727
2623.4685,2623.3914,2623.3914,2623.3914,2623.3914,2623.3914,2623.3914,2623.4736
2623.476,2623.3665,2623.3665,2623.3665,2623.3665,2623.3665,2623.3665,2623.4744
2623.4739,2623.3496,2623.3496,2623.3496,2623.3496,2623.3496,2623.3496,2623.4714
2623.469,2623.191,2623.191,2623.191,2623.191,2623.191,2623.191,2623.4692
2623.4695,2623.2,2623.2,2623.2,2623.2,2623.2,2623.2,2623.4482
2623.47,2623.398,2623.398,2623.398,2623.398,2623.398,2623.398,2623.4746
2623.4553,2623.3083,2623.3083,2623.3083,2623.3083,2623.3083,2623.3083,2623.4604
2623.4722,2623.3096,2623.3096,2623.3096,2623.3096,2623.3096,2623.3096,2623.4702
2623.4678,2623.3823,2623.3823,2623.3823,2623.3823,2623.3823,2623.3823,2623.4749
2623.4653,2623.3757,2623.3757,2623.3757,2623.3757,2623.3757,2623.3757,2623.4712
2623.4758,2623.363,2623.363,2623.363,2623.363,2623.363,2623.363,2623.4744
2623.4666,2623.376,2623.376,2623.376,2623.376,2623.376,2623.376,2623.4734
2623.4753,2623.354,2623.354,2623.354,2623.354,2623.354,2623.354,2623.4736
2623.466,2623.1926,2623.1926,2623.1926,2623.1926,2623.1926,2623.1926,2623.425
2623.474,2623.3318,2623.3318,2623.3318,2623.3318,2623.3318,2623.3318,2623.4727
2623.4756,2623.3545,2623.3545,2623.3545,2623.3545,2623.3545,2623.3545,2623.4734
2623.4692,2623.4014,2623.4014,2623.4014,2623.4014,2623.4014,2623.4014,2623.4785
2623.4685,2623.3875,2623.3875,2623.3875,2623.3875,2623.3875,2623.3875,2623.474
2623.4685,2623.3748,2623.3748,2623.3748,2623.3748,2623.3748,2623.3748,2623.476
2623.4546,2623.3386,2623.3386,2623.3386,2623.3386,2623.3386,2623.3386,2623.4512
2623.4648,2623.1982,2623.1982,2623.1982,2623.1982,2623.1982,2623.1982,2623.4646
2623.475,2623.3625,2623.3625,2623.3625,2623.3625,2623.3625,2623.3625,2623.4749
2623.4707,2623.3943,2623.3943,2623.3943,2623.3943,2623.3943,2623.3943,2623.4775
2623.4685,2623.3762,2623.3762,2623.3762,2623.3762,2623.3762,2623.3762,2623.4756
2623.4702,2623.4128,2623.4128,2623.4128,2623.4128,2623.4128,2623.4128,2623.4731
2623.4749,2623.3574,2623.3574,2623.3574,2623.3574,2623.3574,2623.3574,2623.473
2623.467,2623.3733,2623.3733,2623.3733,2623.3733,2623.3733,2623.3733,2623.474
2623.467,2623.373,2623.373,2623.373,2623.373,2623.373,2623.373,2623.4749
2623.4734,2623.3323,2623.3323,2623.3323,2623.3323,2623.3323,2623.3323,2623.4712
2623.4727,2623.3333,2623.3333,2623.3333,2623.3333,2623.3333,2623.3333,2623.4727
2623.3992,2623.191,2623.191,2623.191,2623.191,2623.191,2623.191,2623.4082
2623.471,2623.3914,2623.3914,2623.3914,2623.3914,2623.3914,2623.3914,2623.4775
2623.4749,2623.3606,2623.3606,2623.3606,2623.3606,2623.3606,2623.3606,2623.4727
2623.4763,2623.36,2623.36,2623.36,2623.36,2623.36,2623.36,2623.4746
2623.4749,2623.342,2623.342,2623.342,2623.342,2623.342,2623.342,2623.4727
2623.4763,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.4749
2623.4666,2623.389,2623.389,2623.389,2623.389,2623.389,2623.389,2623.4763
2623.475,2623.336,2623.336,2623.336,2623.336,2623.336,2623.336,2623.4731
2623.4756,2623.3533,2623.3533,2623.3533,2623.3533,2623.3533,2623.3533,2623.4739
2623.474,2623.3748,2623.3748,2623.3748,2623.3748,2623.3748,2623.3748,2623.4414
2623.4756,2623.3591,2623.3591,2623.3591,2623.3591,2623.3591,2623.3591,2623.4739
2623.468,2623.386,2623.386,2623.386,2623.386,2623.386,2623.386,2623.4736
2623.4648,2623.3713,2623.3713,2623.3713,2623.3713,2623.3713,2623.3713,2623.4714
2623.4749,2623.3582,2623.3582,2623.3582,2623.3582,2623.3582,2623.3582,2623.473
2623.4705,2623.3945,2623.3945,2623.3945,2623.3945,2623.3945,2623.3945,2623.4758
2623.4749,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.3706,2623.4727
2623.4746,2623.3562,2623.3562,2623.3562,2623.3562,2623.3562,2623.3562,2623.473
2623.4763,2623.3604,2623.3604,2623.3604,2623.3604,2623.3604,2623.3604,2623.4749
2623.472,2623.4114,2623.4114,2623.4114,2623.4114,2623.4114,2623.4114,2623.4758
2623.4753,2623.2969,2623.2969,2623.2969,2623.2969,2623.2969,2623.2969,2623.4294
2623.4724,2623.346,2623.346,2623.346,2623.346,2623.346,2623.346,2623.47
2623.47,2623.3796,2623.3796,2623.3796,2623.3796,2623.3796,2623.3796,2623.4778
2623.4731,2623.3704,2623.3704,2623.3704,2623.3704,2623.3704,2623.3704,2623.4705
2623.4739,2623.2952,2623.2952,2623.2952,2623.2952,2623.2952,2623.2952,2623.473
2623.4763,2623.3718,2623.3718,2623.3718,2623.3718,2623.3718,2623.3718,2623.4744
2623.4707,2623.282,2623.282,2623.282,2623.282,2623.282,2623.282,2623.4688
2623.4749,2623.3494,2623.3494,2623.3494,2623.3494,2623.3494,2623.3494,2623.4731
2623.4749,2623.343,2623.343,2623.343,2623.343,2623.343,2623.343,2623.473
2623.471,2623.2903,2623.2903,2623.2903,2623.2903,2623.2903,2623.2903,2623.469
2623.4668,2623.3845,2623.3845,2623.3845,2623.3845,2623.3845,2623.3845,2623.4724
2623.4675,2623.3784,2623.3784,2623.3784,2623.3784,2623.3784,2623.3784,2623.4739
2623.4736,2623.3367,2623.3367,2623.3367,2623.3367,2623.3367,2623.3367,2623.4722
2623.467,2623.3867,2623.3867,2623.3867,2623.3867,2623.3867,2623.3867,2623.4727
2623.474,2623.33,2623.33,2623.33,2623.33,2623.33,2623.33,2623.4724
2623.4756,2623.349,2623.349,2623.349,2623.349,2623.349,2623.349,2623.474
2623.4714,2623.454,2623.454,2623.454,2623.454,2623.454,2623.454,2623.4773
2623.4753,2623.3594,2623.3594,2623.3594,2623.3594,2623.3594,2623.3594,2623.4736
2623.467,2623.3767,2623.3767,2623.3767,2623.3767,2623.3767,2623.3767,2623.474
2623.469,2623.421,2623.421,2623.421,2623.421,2623.421,2623.421,2623.4768
2623.4749,2623.3452,2623.3452,2623.3452,2623.3452,2623.3452,2623.3452,2623.4731
2623.4685,2623.2117,2623.2117,2623.2117,2623.2117,2623.2117,2623.2117,2623.429
2623.4727,2623.4148,2623.4148,2623.4148,2623.4148,2623.4148,2623.4148,2623.475
2623.469,2623.3862,2623.3862,2623.3862,2623.3862,2623.3862,2623.3862,2623.4749
2623.4768,2623.3608,2623.3608,2623.3608,2623.3608,2623.3608,2623.3608,2623.4753
2623.4365,2623.3765,2623.3765,2623.3765,2623.3765,2623.3765,2623.3765,2623.4392
2623.475,2623.3596,2623.3596,2623.3596,2623.3596,2623.3596,2623.3596,2623.4731
2623.475,2623.338,2623.338,2623.338,2623.338,2623.338,2623.338,2623.4731
2623.4758,2623.3638,2623.3638,2623.3638,2623.3638,2623.3638,2623.3638,2623.4746
2623.476,2623.339,2623.339,2623.339,2623.339,2623.339,2623.339,2623.4746
2623.4722,2623.405,2623.405,2623.405,2623.405,2623.405,2623.405,2623.4756
2623.4666,2623.3643,2623.3643,2623.3643,2623.3643,2623.3643,2623.3643,2623.4744
2623.45,2623.4355,2623.4355,2623.4355,2623.4355,2623.4355,2623.4355,2623.4495
2623.4702,2623.3997,2623.3997,2623.3997,2623.3997,2623.3997,2623.3997,2623.475
2623.4685,2623.378,2623.378,2623.378,2623.378,2623.378,2623.378,2623.4763
2623.4697,2623.3909,2623.3909,2623.3909,2623.3909,2623.3909,2623.3909,2623.4758
2623.4302,2623.2566,2623.2566,2623.2566,2623.2566,2623.2566,2623.2566,2623.471
2623.4663,2623.3665,2623.3665,2623.3665,2623.3665,2623.3665,2623.3665,2623.4746
2623.476,2623.3645,2623.3645,2623.3645,2623.3645,2623.3645,2623.3645,2623.4746
2623.4734,2623.3232,2623.3232,2623.3232,2623.3232,2623.3232,2623.3232,2623.4714
2623.4673,2623.369,2623.369,2623.369,2623.369,2623.369,2623.369,2623.4758
2623.4763,2623.365,2623.365,2623.365,2623.365,2623.365,2623.365,2623.4746
2623.4744,2623.3499,2623.3499,2623.3499,2623.3499,2623.3499,2623.3499,2623.4727
2623.4692,2623.3767,2623.3767,2623.3767,2623.3767,2623.3767,2623.3767,2623.477
2623.4685,2623.385,2623.385,2623.385,2623.385,2623.385,2623.385,2623.4744
2623.4658,2623.3674,2623.3674,2623.3674,2623.3674,2623.3674,2623.3674,2623.4734
2623.4678,2623.3728,2623.3728,2623.3728,2623.3728,2623.3728,2623.3728,2623.474
2623.476,2623.3643,2623.3643,2623.3643,2623.3643,2623.3643,2623.3643,2623.474
2623.4731,2623.3489,2623.3489,2623.3489,2623.3489,2623.3489,2623.3489,2623.4702
2623.4749,2623.3186,2623.3186,2623.3186,2623.3186,2623.3186,2623.3186,2623.4731
2623.4683,2623.378,2623.378,2623.378,2623.378,2623.378,2623.378,2623.4768
2623.4731,2623.3232,2623.3232,2623.3232,2623.3232,2623.3232,2623.3232,2623.4712
2623.468,2623.3684,2623.3684,2623.3684,2623.3684,2623.3684,2623.3684,2623.475
2623.4663,2623.3828,2623.3828,2623.3828,2623.3828,2623.3828,2623.3828,2623.4724
2623.469,2623.191,2623.191,2623.191,2623.191,2623.191,2623.191,2623.4692
2623.4675,2623.4053,2623.4053,2623.4053,2623.4053,2623.4053,2623.4053,2623.472
2623.4763,2623.3572,2623.3572,2623.3572,2623.3572,2623.3572,2623.3572,2623.4749
2623.476,2623.3555,2623.3555,2623.3555,2623.3555,2623.3555,2623.3555,2623.4749
2623.4768,2623.3645,2623.3645,2623.3645,2623.3645,2623.3645,2623.3645,2623.4749
2623.4766,2623.3635,2623.3635,2623.3635,2623.3635,2623.3635,2623.3635,2623.475
2623.4658,2623.3767,2623.3767,2623.3767,2623.3767,2623.3767,2623.3767,2623.472
2623.4766,2623.3623,2623.3623,2623.3623,2623.3623,2623.3623,2623.3623,2623.475
2623.4717,2623.3223,2623.3223,2623.3223,2623.3223,2623.3223,2623.3223,2623.4692
2623.4749,2623.3586,2623.3586,2623.3586,2623.3586,2623.3586,2623.3586,2623.4724
2623.466,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.4746
2623.4746,2623.3599,2623.3599,2623.3599,2623.3599,2623.3599,2623.3599,2623.4727
2623.476,2623.3599,2623.3599,2623.3599,2623.3599,2623.3599,2623.3599,2623.4746
2623.4688,2623.385,2623.385,2623.385,2623.385,2623.385,2623.385,2623.4753
2623.476,2623.3496,2623.3496,2623.3496,2623.3496,2623.3496,2623.3496,2623.4744
2623.4653,2623.367,2623.367,2623.367,2623.367,2623.367,2623.367,2623.4731
2623.476,2623.3552,2623.3552,2623.3552,2623.3552,2623.3552,2623.3552,2623.4749
2623.4736,2623.3557,2623.3557,2623.3557,2623.3557,2623.3557,2623.3557,2623.471
2623.4753,2623.3528,2623.3528,2623.3528,2623.3528,2623.3528,2623.3528,2623.4731
2623.4768,2623.367,2623.367,2623.367,2623.367,2623.367,2623.367,2623.4749
2623.474,2623.346,2623.346,2623.346,2623.346,2623.346,2623.346,2623.4717
2623.4736,2623.278,2623.278,2623.278,2623.278,2623.278,2623.278,2623.4731
2623.4763,2623.3567,2623.3567,2623.3567,2623.3567,2623.3567,2623.3567,2623.475
2623.4758,2623.361,2623.361,2623.361,2623.361,2623.361,2623.361,2623.4746
2623.4666,2623.3625,2623.3625,2623.3625,2623.3625,2623.3625,2623.3625,2623.4753
2623.4749,2623.352,2623.352,2623.352,2623.352,2623.352,2623.352,2623.4731
2623.4734,2623.3386,2623.3386,2623.3386,2623.3386,2623.3386,2623.3386,2623.4712
2623.4675,2623.3723,2623.3723,2623.3723,2623.3723,2623.3723,2623.3723,2623.4749
2623.474,2623.3518,2623.3518,2623.3518,2623.3518,2623.3518,2623.3518,2623.4722
2623.4766,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.4749
2623.4736,2623.3591,2623.3591,2623.3591,2623.3591,2623.3591,2623.3591,2623.4707
2623.4768,2623.357,2623.357,2623.357,2623.357,2623.357,2623.357,2623.4758
2623.469,2623.3918,2623.3918,2623.3918,2623.3918,2623.3918,2623.3918,2623.4739
2623.476,2623.3547,2623.3547,2623.3547,2623.3547,2623.3547,2623.3547,2623.4749
2623.475,2623.3657,2623.3657,2623.3657,2623.3657,2623.3657,2623.3657,2623.4731
2623.476,2623.3665,2623.3665,2623.3665,2623.3665,2623.3665,2623.3665,2623.474
2623.4673,2623.3691,2623.3691,2623.3691,2623.3691,2623.3691,2623.3691,2623.4739
2623.468,2623.3208,2623.3208,2623.3208,2623.3208,2623.3208,2623.3208,2623.4377
2623.4668,2623.376,2623.376,2623.376,2623.376,2623.376,2623.376,2623.4734
2623.4727,2623.317,2623.317,2623.317,2623.317,2623.317,2623.317,2623.471
2623.4658,2623.374,2623.374,2623.374,2623.374,2623.374,2623.374,2623.472
2623.4734,2623.4177,2623.4177,2623.4177,2623.4177,2623.4177,2623.4177,2623.4785
2623.4722,2623.3438,2623.3438,2623.3438,2623.3438,2623.3438,2623.3438,2623.4695
2623.47,2623.2756,2623.2756,2623.2756,2623.2756,2623.2756,2623.2756,2623.4177
2623.4763,2623.3445,2623.3445,2623.3445,2623.3445,2623.3445,2623.3445,2623.475
2623.4739,2623.2844,2623.2844,2623.2844,2623.2844,2623.2844,2623.2844,2623.4727
2623.4766,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.4749
2623.4714,2623.407,2623.407,2623.407,2623.407,2623.407,2623.407,2623.4758
2623.467,2623.3867,2623.3867,2623.3867,2623.3867,2623.3867,2623.3867,2623.4758
2623.474,2623.3115,2623.3115,2623.3115,2623.3115,2623.3115,2623.3115,2623.4727
2623.4663,2623.3862,2623.3862,2623.3862,2623.3862,2623.3862,2623.3862,2623.4758
2623.4734,2623.3245,2623.3245,2623.3245,2623.3245,2623.3245,2623.3245,2623.472
2623.4663,2623.38,2623.38,2623.38,2623.38,2623.38,2623.38,2623.4724
2623.465,2623.3704,2623.3704,2623.3704,2623.3704,2623.3704,2623.3704,2623.471
2623.4763,2623.3542,2623.3542,2623.3542,2623.3542,2623.3542,2623.3542,2623.4753
2623.4749,2623.3582,2623.3582,2623.3582,2623.3582,2623.3582,2623.3582,2623.4727
2623.4658,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.3655,2623.4736
2623.475,2623.347,2623.347,2623.347,2623.347,2623.347,2623.347,2623.4736
2623.4675,2623.3748,2623.3748,2623.3748,2623.3748,2623.3748,2623.3748,2623.4744
2623.476,2623.3494,2623.3494,2623.3494,2623.3494,2623.3494,2623.3494,2623.4746
2623.475,2623.365,2623.365,2623.365,2623.365,2623.365,2623.365,2623.4731
2623.476,2623.3474,2623.3474,2623.3474,2623.3474,2623.3474,2623.3474,2623.4744
2623.4658,2623.37,2623.37,2623.37,2623.37,2623.37,2623.37,2623.4734
2623.4658,2623.3699,2623.3699,2623.3699,2623.3699,2623.3699,2623.3699,2623.473
2623.4756,2623.364,2623.364,2623.364,2623.364,2623.364,2623.364,2623.4736
2623.4673,2623.379,2623.379,2623.379,2623.379,2623.379,2623.379,2623.4736
2623.4731,2623.3523,2623.3523,2623.3523,2623.3523,2623.3523,2623.3523,2623.4707
2623.4773,2623.3628,2623.3628,2623.3628,2623.3628,2623.3628,2623.3628,2623.4758
2623.467,2623.3748,2623.3748,2623.3748,2623.3748,2623.3748,2623.3748,2623.474
2623.474,2623.3374,2623.3374,2623.3374,2623.3374,2623.3374,2623.3374,2623.471
2623.4656,2623.3665,2623.3665,2623.3665,2623.3665,2623.3665,2623.3665,2623.4727
2623.4666,2623.3743,2623.3743,2623.3743,2623.3743,2623.3743,2623.3743,2623.474
2623.4758,2623.352,2623.352,2623.352,2623.352,2623.352,2623.352,2623.4739
2623.473,2623.3398,2623.3398,2623.3398,2623.3398,2623.3398,2623.3398,2623.47
2623.4758,2623.4038,2623.4038,2623.4038,2623.4038,2623.4038,2623.4038,2623.4827
2623.473,2623.3499,2623.3499,2623.3499,2623.3499,2623.3499,2623.3499,2623.4705
